Height,Weight
69.10929,133.5196
64.5909,112.7698
67.03849,124.7975
68.99155999999999,123.4224
70.59872,142.0921
70.08988000000001,116.2814
65.6844,131.1256
67.0982,131.2493
66.03931999999999,127.2422
69.26423,122.4523
66.61350999999999,115.2431
68.11738000000001,126.9532
69.73059,143.4439
64.02042,125.37700000000001
66.23753,109.0095
72.46761,139.2411
66.21938,102.182
71.2978,144.3898
70.93034,145.3938
68.25489,134.9267
64.78014,134.678
65.42981999999999,111.4963
68.91360999999999,119.7951
64.96937,95.70425999999999
66.15236999999999,117.15899999999999
65.98385999999999,127.2356
69.2435,144.9205
68.31981999999999,122.8464
68.24578000000001,129.8914
68.4869,123.344
70.68261,137.5314
70.35969,136.8886
67.62401,118.4024
69.4463,116.2441
67.92486,124.8433
68.39347,120.9809
66.31812,105.1208
71.22882,145.4377
65.29169,108.1912
66.00287,130.3778
67.61775,117.5157
69.10276,135.8762
68.99743000000001,127.5126
69.07531,151.3998
68.34085999999999,112.4799
71.68196,156.7554
68.77664,138.2098
66.18191,109.5685
72.37092,139.9742
66.85155,124.5873
65.75688000000001,130.5023
69.69245,151.0783
66.27915,108.7722
66.47752,105.9927
68.71911999999999,143.4301
68.29244,114.7434
67.66696,123.7736
71.29885,139.4769
67.07369,115.8201
70.68048,146.5682
71.40114,153.9993
71.00392,137.5899
66.2799,125.9287
68.05383,139.6939
64.16346,126.3585
66.87966,113.9307
70.52968,129.7605
65.45595,116.1925
69.11331,139.1294
67.94221,126.9815
67.2132,125.8352
67.6372,113.524
70.09365,123.2372
64.41354,123.0554
69.77698000000001,128.13299999999998
66.58181,127.9357
68.14995,110.4678
66.18165,127.9364
66.79411999999999,118.1678
67.1657,129.7243
68.01904,130.6094
66.95837,105.0414
68.70397,122.6299
69.68056999999999,138.3259
66.52793,107.7381
66.46981,141.4417
71.44643,153.6966
66.62648,134.5551
64.01015,109.6593
65.03312,117.2029
66.77216,124.2843
68.91932,125.2193
71.22926,133.2256
71.10332,122.6042
69.80699,134.8652
67.09127,111.4506
67.27958000000001,116.8458
71.86593,143.1527
67.20196999999999,99.92383000000001
68.44108,127.9232
67.20278,136.658
69.36588,145.3947
69.0416,126.6818
65.9056,128.1983
66.44766,122.8328
66.08009,133.2571
69.35367,116.7606
70.83359,144.0455
67.664,132.5153
65.30966,123.9832
66.66816999999999,113.1423
66.93271,123.9512
67.73938000000001,133.9787
64.27722,128.1519
66.83442,121.2878
65.89728000000001,122.7107
67.6564,125.4136
68.68966,124.8761
66.08003000000001,116.5903
66.91344000000001,129.889
69.48392,123.889
68.60001,137.6571
69.21225,130.8805
67.63342,141.9706
65.73405,125.7334
66.09947,104.4108
67.65293,117.0685
67.59619,131.7669
69.57859,125.4738
66.08879,129.5734
70.08026,130.1053
65.00956,131.9305
69.16464,142.4645
69.61276,127.6431
71.48366999999999,153.3153
69.47413,126.7609
69.0027,114.0258
69.5581,133.9684
68.63746,127.5869
67.20262,126.4859
66.07614000000001,120.7651
66.18342,126.6479
70.80778000000001,133.0747
67.158,125.9649
65.2973,121.3206
69.23494000000001,129.7824
68.90768,130.0549
72.3478,123.4005
68.29557,137.2791
68.34735,127.7554
67.46476,133.6853
68.86803,113.9275
66.62471,135.6168
64.77193,122.6005
67.70647,118.9472
72.992,134.2703
70.95194000000001,124.2747
67.95676999999999,130.6981
67.20959,124.6797
66.36959,129.0839
67.63896,121.9456
69.74444,126.2689
68.17532,134.6122
66.89711,131.8476
67.4966,103.5828
66.51569,116.3925
66.88332,123.5095
69.7277,150.3395
69.78345,135.2437
65.40046,112.4584
67.99831,137.4861
72.25581,132.7902
70.79562,126.0286
65.18786,141.3591
67.7123,135.9065
70.05145999999999,134.6655
67.30497,122.0232
66.39813000000001,128.3502
69.73637,130.6354
68.71659,131.717
63.88437,108.6132
68.40850999999999,114.5673
67.93251,133.5136
70.69674,135.8641
68.95083000000001,148.1093
66.49457,123.5179
68.59369000000001,120.8406
66.26442,116.2666
69.58655999999999,123.8986
66.54151999999999,135.6875
69.11494,127.756
69.95100000000001,144.0475
67.70347,131.9333
69.19028,135.5263
67.8047,151.3579
67.62532,124.7073
70.36898000000001,135.274
71.02595,136.5388
69.8452,137.8778
67.08638,114.2066
68.62013,141.5844
64.37275,111.0969
65.93523,126.3868
65.24285,132.8885
70.51481,144.7904
66.61129,108.3859
67.13394,124.1348
66.77634,129.4462
67.69385,131.3339
67.82809,111.6411
66.63254,111.6422
67.62229,140.3178
69.66798,125.5286
126.4804,126.7087
66.12035999999999,110.9096
71.32591,132.3678
70.2075,133.7174
71.03619,144.0125
68.18528,129.9098
68.99195,106.5697
67.95745,121.9433
69.49971,118.1623
67.12538,106.6739
67.75678,128.444
67.67958,127.4595
67.72325,114.6422
68.57113000000001,138.4685
66.09433,138.6653
70.03545,118.8309
65.46717,116.7297
66.46693,131.5675
67.85512,129.5762
70.36596,131.4946
68.09483,125.1984
70.06267,131.8467
67.65661,121.0286
69.08508,121.8685
68.40932,147.9118
69.12971999999999,130.6309
67.97094,139.9751
67.62895,126.6522
66.80442,116.7992
68.57388,132.4308
67.45375,130.6493
68.6366,132.6351
65.92344,124.4934
70.69799,129.6396
68.09362,131.2952
69.50493,121.3845
67.03953,116.8423
69.04839,143.4353
70.66314,140.0996
67.94574,127.1524
68.5127,116.4033
68.81282,145.5938
67.15097,136.0613
68.34366999999999,126.2249
67.38561,130.9905
64.88606999999999,131.7105
65.5339,125.1818
69.3919,147.0456
66.46889,109.3503
63.25683000000001,120.7578
67.61546,112.4772
69.88085,138.4517
70.15703,136.7186
70.61107,136.0144
71.3845,148.7104
66.53779,120.4476
71.05960999999999,133.5431
67.63928,140.0484
63.8441,129.0091
66.79275,121.0921
68.61061,125.6694
70.40975,117.6691
65.20379,133.959
69.08499,121.96799999999999
68.29678,135.3754
65.83832,111.6269
67.18313,117.3099
69.66252,135.07399999999998
68.21548,132.0189
69.28403,109.2101
69.64359,127.8589
71.48035,122.0737
69.37451,137.6851
65.19039000000001,127.5918
64.02516,111.5819
66.58521999999999,121.3966
65.81355,138.8427
66.10408000000001,116.5048
68.56408,137.4424
67.89191,121.9768
71.42475,116.8105
65.98772,126.0482
70.95594,114.7284
64.37344,126.7487
69.76692,131.342
66.46755,119.0926
67.76109,137.8646
71.17728000000001,129.5914
67.31413,128.105
70.22180999999999,137.4504
69.28985,129.6324
66.35778,133.4823
69.27648,124.7911
66.3778,113.9428
63.24012,116.8399
69.18211,138.7521
69.11431999999999,125.4607
67.48024000000001,130.5948
69.75327,134.2699
69.62313,143.4724
65.95463000000001,142.254
68.89125,139.8464
67.23829,132.4897
67.73728,138.5529
68.72443,123.1153
65.20195,132.6998
66.2865,106.6149
68.01878,134.9917
67.51414,138.8613
67.50856,117.374
67.30225,109.9978
67.76966,129.4122
70.13058000000001,135.1643
66.28125,108.1378
72.48111999999999,146.3046
66.93464,127.6499
67.24385,133.5096
69.30013000000001,124.8396
71.68649,123.4209
69.69329,125.1731
68.22858000000001,116.5013
70.77195,124.5635
69.63875,132.8562
67.5239,124.2136
70.26869,137.6254
67.32621999999999,112.2365
63.422109999999996,106.4187
69.87338000000001,140.1507
67.2773,140.0055
66.189,124.8413
65.71651,134.9238
68.09428,136.0939
69.12266,133.6055
69.44989,114.209
67.09671,144.4419
68.50605,127.57799999999999
68.14059,114.5292
66.53479,118.9804
67.30796,118.8584
66.46388,114.4406
68.23071999999999,117.1258
70.06314,139.3579
69.26881,141.7621
70.1554,117.3159
66.0776,136.9107
68.95747,130.915
66.76727,124.4251
69.8097,141.0605
67.93231,125.3143
69.44794,151.3939
71.14183,118.1643
66.84818,114.446
67.75431,118.5776
70.83193,129.1185
69.21843,126.5898
68.20571,133.0472
67.32344,133.0028
67.46410999999999,130.5289
67.70673000000001,110.4494
68.5877,131.6199
70.18028000000001,142.8787
69.85138,137.0263
68.82396,141.9518
68.58454,123.7734
66.17491,121.7871
68.29599,112.7853
66.01446,121.0144
70.42725,124.4965
65.95003,125.2296
67.28506999999999,121.1903
70.23598,140.1737
66.37594,136.5133
65.72229,124.2645
72.69022,150.1384
65.52858,107.7887
68.71508,128.8673
69.34245,133.2224
67.38242,125.7706
68.05083,130.8925
69.86498,151.5925
64.51717,114.9571
69.20595,139.6118
67.98607,127.7814
70.14775999999999,139.3701
70.4986,130.907
66.86758,134.945
68.64908,104.7127
67.91149,113.4475
69.24385,116.3492
64.48071999999999,109.5586
71.64447,126.9269
70.04642,146.8967
68.12343,126.8031
65.23383000000001,122.345
68.27239,127.8701
66.17894,124.9103
65.83059,123.0154
65.62889,107.4306
70.92752,111.6473
69.29069,130.6183
69.91684000000001,132.766
72.73301,125.9357
68.44904,113.1008
66.49335,123.1309
72.21533000000001,122.7007
69.53524,139.1563
64.79881999999999,122.5688
67.38254,126.915
67.65345,131.7026
70.01257,144.6798
66.05945,133.332
65.21051,109.8084
68.39529,132.9511
63.99095,123.6623
70.31846999999999,120.0304
70.15159,123.1364
68.01671,122.7495
68.06098,125.8274
66.98618,117.2347
68.8061,142.7741
70.30067,114.5538
65.68106,111.1723
69.27665,141.7056
71.68898,126.5743
67.17092,148.2722
69.24215,132.6836
68.73563,126.8221
69.00811999999999,125.4763
68.69462,130.1342
68.53874,123.2715
67.68634,129.9806
69.60608,138.6734
68.91393000000001,130.7056
66.17148,113.3707
67.46209,139.6833
72.83513,148.8002
64.01975999999999,90.91793
68.02868000000001,123.7533
68.51623000000001,132.4995
70.88524,131.3128
65.29862,116.5172
65.7635,109.1144
65.46143000000001,129.339
65.99098000000001,114.6394
65.57951,136.1447
69.70616,144.5925
66.1974,107.9777
68.23074,122.0759
65.97964,123.3232
71.26857,133.6208
72.01496999999999,159.2724
68.93137,148.7762
67.36601,120.2868
70.12256,110.3036
68.84918,137.6134
67.62215,132.4802
67.13659,136.4192
70.39143,137.2703
68.68117,134.8569
66.92629000000001,118.8555
69.87266,144.0381
67.94060999999999,128.518
68.495,125.988
69.45515999999999,121.0884
67.72991,125.3854
69.85473,141.3991
66.63110999999999,141.1397
66.36326,116.8585
68.2269,131.1664
68.40576999999999,134.5811
68.44489,133.1242
70.94089,137.7195
69.65687,130.2491
65.06613,109.5825
71.81628,142.8719
65.92674,101.6217
66.52018000000001,112.3553
70.52744,131.0845
66.25032,131.0484
64.72936,111.5548
63.79906,110.8498
65.38373,127.4708
65.57359,107.7067
66.57608,115.1232
67.28745,112.1197
66.14358,128.0777
66.11740999999999,119.4651
67.68233000000001,124.5983
68.74723,126.0285
66.5915,111.3977
65.01782,127.72200000000001
69.28345,124.8207
67.19343,122.9788
69.81336,117.7117
66.55388,120.7289
66.14617,121.3302
69.93036,146.6089
66.70056,126.01299999999999
67.68095,128.1474
67.87796,129.5415
67.65549,121.5145
71.1713,157.9626
69.01805999999999,127.8941
70.58265,127.1594
70.89693,140.8109
68.51895,140.1451
66.61835,132.7723
66.07169,116.0089
68.1535,121.2886
72.89832,147.5384
69.90164,138.8642
66.50525,120.8563
69.27168,125.8179
70.53643000000001,135.3753
65.1243,107.6247
70.34418000000001,122.9851
69.13083,131.7164
65.21067,110.3376
67.08781,100.2532
64.65639,106.579
66.28071,121.223
71.30341,130.5588
66.91234,132.6182
70.84318,132.613
66.65796,117.8331
64.54303,94.29987
66.43942,125.1826
66.60746999999999,125.3684
66.38807,117.4577
66.85611,130.8168
68.50863000000001,128.3144
63.45049,118.4083
67.54653,129.4669
65.41398000000001,116.7348
66.91885,146.8505
67.59652,120.2168
67.05552,136.2774
68.00153,130.1697
70.33681,134.8282
69.10376,126.2799
68.12704000000001,142.6738
67.5512,121.2891
68.78357,111.1965
66.62496999999999,130.424
67.88387,138.8309
67.75152,125.105
68.3286,141.6323
71.05207,149.779
68.11943000000001,118.6268
66.44223000000001,119.4357
71.4563,134.9113
68.60548,133.1629
70.82734,147.2884
68.89076,117.6717
67.15411,122.84299999999999
68.76271,125.7926
70.53185,143.2531
66.47953000000001,127.2118
67.94261999999999,113.7238
68.79538000000001,130.93200000000002
69.95518,129.5075
69.99489,157.6149
66.55505,125.4636
65.14815,105.3601
70.40094,130.4476
68.32002,152.0527
65.60842,143.9545
70.63864000000001,136.1993
65.08404,117.4157
64.31841999999999,114.5616
66.0525,115.1065
67.35994000000001,121.8544
70.1376,150.2085
67.49795999999999,122.1628
67.1125,115.5902
67.27925,133.3105
66.55492,141.4402
68.1384,130.7908
68.54096,143.1515
68.52593,138.0426
70.77318000000001,120.9532
66.72984,104.5502
66.30573000000001,120.3066
66.1654,116.7474
65.52686,127.6185
71.0176,128.7638
64.0731,132.1263
67.07894,136.2565
66.92118,114.2461
63.920730000000006,117.7804
66.76895,121.7656
67.31045999999999,117.4512
66.94519,137.7336
69.97793,133.2135
66.26361,129.4162
65.65796,118.7804
66.31902,105.7105
65.15141,124.8365
67.06755,141.8106
68.07294,123.0209
68.73375,118.3051
66.50974000000001,123.1286
71.35483,125.0842
67.36943000000001,118.0443
65.16717,121.5264
69.31063,122.0461
66.33317,131.3132
68.65304,127.5565
70.27541,135.3191
67.57713000000001,128.8936
69.1971,134.756
69.6239,129.9452
65.86809000000001,127.9121
69.92456,134.6123
68.42315,138.5594
67.61231,145.1953
68.12858,113.7951
64.76601,118.6754
65.33381999999999,129.7622
67.64471999999999,133.5081
69.06267,139.8787
67.17574,117.2661
65.69758,116.9811
68.57486,141.1557
66.34328000000001,138.224
62.78196,119.84700000000001
65.28308,112.5769
69.9312,139.7362
65.2271,130.6158
71.57674,142.2788
69.1121,134.2085
68.83915999999999,123.6683
66.39741,119.1475
66.69861,133.9891
64.95406,115.6216
69.50341,135.2493
69.43668000000001,115.9697
67.07002,121.3118
70.49846,134.3579
69.18776,143.0344
67.48621999999999,119.85600000000001
67.40826,124.8424
69.43651,127.9505
64.15318,112.225
69.14007,137.3179
68.8929,120.1185
64.95274,93.44115
66.41945,137.0321
67.42645999999999,124.5909
65.63755,126.3297
70.16858,128.3273
66.23711,130.688
66.49138,138.4146
65.0471,116.7381
67.08449,118.1314
64.3389,128.2028
64.20833,113.1561
66.89449,113.1405
65.79218,126.8992
68.843,131.3916
71.09755,143.3004
63.8882,122.9986
68.35670999999999,136.7665
69.47681999999999,140.3565
69.0265,138.7555
70.29803000000001,135.4454
70.84459,135.3925
71.86799,144.6497
69.57460999999999,139.8465
70.88841,136.5899
67.94317,123.7762
67.70347,127.8934
68.59478,148.9399
66.91402,128.9211
68.33449,125.5417
64.65946,140.4392
66.05221,115.64200000000001
70.24304000000001,130.7133
67.37048,119.0077
69.95831,128.0902
70.64716999999999,153.0286
70.5802,127.6482
68.86101,134.8113
68.7432,121.5345
67.17409,128.304
65.78148,107.3133
67.52494,136.2616
67.08075,149.1684
67.69345,129.6252
64.64050999999999,105.8442
69.36402,113.9182
69.2178,142.8796
67.36034000000001,119.1631
65.63764,117.8529
68.76324,126.8712
68.17144,124.9338
65.83305,103.8489
69.30622,130.2827
70.8049,123.8101
66.59071,137.5423
64.67352,104.9377
71.93986,129.2747
67.64634000000001,120.458
68.73411,126.8398
66.95634,127.1688
72.56549,130.0389
67.36934000000001,136.9061
70.02946,135.9857
66.54034,110.9114
67.74769,113.6583
67.57706,144.701
66.52633,133.8333
69.15550999999999,152.127
69.19157,122.7961
66.60061,118.2649
67.07004,106.2097
69.57028000000001,148.5705
69.23016,101.4527
69.26795,137.5001
67.56716999999999,123.1061
69.10176,142.433
68.54151,127.3761
70.86149,151.2788
67.9873,124.5609
71.04092,127.1598
66.70805,140.2543
65.77676,113.7058
66.79414,116.24799999999999
65.93191,109.5517
67.72421999999999,131.8711
66.72423,112.366
66.68607,115.4197
67.25768000000001,119.9769
70.52978,128.2009
69.74125,128.6789
68.75608000000001,115.2882
67.61299,136.67700000000002
72.13419,137.7854
67.91004000000001,126.6205
66.18755999999999,125.3221
71.71529,144.446
70.6841,137.8075
71.87845,143.0609
67.75918,131.826
67.09215999999999,122.1749
66.79895,105.8924
63.561319999999995,118.8125
66.49531999999999,139.3133
68.50215,124.2763
66.83975,116.7159
70.64111,134.415
66.0167,117.70299999999999
67.3482,126.8963
67.26092,120.9883
70.82199,140.3611
68.33332,102.5002
69.37897,132.5554
64.7609,119.6373
68.699,125.9149
69.49404,125.5505
68.0849,122.5232
66.37539,134.8766
66.75613,121.5063
69.64206,123.3271
69.77774000000001,133.0832
69.49214,118.9607
65.84828,101.1193
70.71369,143.1946
68.48099,126.7384
69.37374,141.1484
70.52541,135.1763
68.70978000000001,128.8899
67.62640999999999,109.3522
68.33709,137.5541
68.23178,139.1303
67.91161,132.0641
70.32186,136.4673
66.39806999999999,128.5349
66.51666999999999,134.4822
69.61525,122.5729
67.63565,140.0854
71.06313,139.9112
70.62246,127.4324
73.99549,142.9016
67.4663,125.8276
65.91279,101.2434
65.60691,115.9997
69.50033,126.7393
69.43735,133.5447
69.00905,116.1499
68.58614,124.1333
66.96198000000001,118.7229
64.56606,135.4686
69.48658,132.5799
65.65789000000001,145.9751
66.80094,112.1247
68.93784000000001,135.9755
68.90478,120.921
68.50005,132.7228
68.02851,135.0685
69.2145,134.8578
68.48721,141.7791
68.80928,151.4206
67.04824,134.1504
68.89055,139.3242
68.75779,132.5058
72.33195,143.5202
66.51286,121.8849
66.7188,122.9302
67.20628,118.5206
70.19428,131.9154
65.51378000000001,122.5787
68.83979000000001,113.5812
66.95528,129.9893
68.03878,123.9609
71.01151,119.9164
69.14341,124.9403
68.86125,131.6645
64.6203,109.2955
68.44749,110.9724
68.82404,121.5044
66.41585,127.7426
68.86164000000001,147.5692
65.7798,148.7053
63.82215,109.0177
67.97504,119.6017
68.39135,123.7223
66.54816,124.8416
71.1807,144.0008
66.03415,136.0093
66.19208,127.1191
65.8689,121.6531
68.65011,128.9604
68.79753000000001,135.4419
66.39828,123.0735
68.08765,120.0428
68.20121999999999,120.2027
64.65154,124.8094
69.30569,133.7108
67.89565999999999,118.2086
66.23676,131.8546
66.84304,113.6315
68.77237,131.1206
68.78389,141.02200000000002
70.30029,128.1661
67.68475,124.7755
69.56671,131.8861
69.36532,124.6139
66.46909000000001,112.5943
71.37399,146.4358
68.12643,126.6456
69.49226,136.9902
65.07859,118.1795
66.27356999999999,144.6287
70.26356,154.9408
67.37111,116.9522
68.38613000000001,140.6401
68.68559,116.6275
66.67024,136.6266
71.15168,131.1853
63.86399,113.9441
69.25001,134.6576
67.20448,107.6304
66.94315999999999,106.9521
67.99592,146.6396
67.12143,114.9585
69.87331,131.0168
67.35332,127.6156
71.53386,145.1178
75.11519,153.9562
67.61043000000001,133.6125
64.23075,127.6976
65.51541999999999,126.4846
63.1937,90.6784
68.69521,109.92299999999999
66.22516,101.8528
69.44849,114.3461
70.73043,125.1501
70.1737,157.2751
64.7817,111.8687
63.913819999999994,102.5247
68.02246,129.9915
70.48458000000001,156.3703
68.31433,122.7189
68.63014,125.6964
68.12174,126.2062
67.40773,155.2615
68.97304,142.8808
65.72097,121.262
68.32077,124.3155
67.56613,111.6843
69.50262,124.186
67.82427,126.4867
70.85958000000001,142.6651
64.04489000000001,108.8473
65.39888,98.05813
68.70988,133.8099
69.04936,141.6987
67.91969,117.5158
72.30216999999999,132.1645
63.7019,124.5106
70.475,105.7802
67.64613,133.4242
67.75898000000001,125.3875
69.1102,132.6382
65.59124,121.0751
67.63580999999999,121.5355
70.74732,142.0038
70.99416,135.1886
67.66798,118.3373
67.19997,122.9425
67.4785,116.4973
67.66945,133.004
70.62281,146.4085
68.85256,137.2776
65.32564,122.0439
68.76499,140.8147
70.56586,136.7946
69.11378,127.4421
69.47685,130.27200000000002
70.13374,131.16899999999998
66.07211,129.6342
68.40149,125.6933
65.13161,104.973
64.07239,120.2984
63.844840000000005,102.4259
65.55111,123.8357
69.70612,129.4925
67.65097,136.1796
69.95219,133.0623
70.00936999999999,129.9978
65.73369,113.3707
63.63361999999999,106.5873
69.44197,125.085
67.08086999999999,125.2055
66.03614,123.3208
66.75256,109.92299999999999
69.05655,129.0132
66.02949,108.5156
67.62446,138.1906
66.54145,121.1649
71.4012,133.5965
68.54057,132.5515
66.23601,123.6908
71.74579,148.3826
64.8262,124.0167
69.13628,150.4434
63.85309,113.5616
65.88387,118.8276
70.20793,152.1525
69.83569,121.8741
66.51127,127.3143
71.09805,147.2711
64.60825,112.4456
70.23276,137.7724
64.68824000000001,108.5133
67.16360999999999,124.8309
69.32709,133.656
68.45934,142.1525
66.99209,125.4821
68.44693000000001,132.342
67.41731,128.0697
69.21256,120.7853
65.23174,129.8998
65.42771,117.499
66.99225,121.0608
69.66303,118.2405
67.29207,117.7533
64.37238,124.134
68.90985,106.8616
70.80439,124.5028
68.7004,129.2788
68.29255,113.5292
65.50586,125.7542
68.97896999999999,121.0893
